objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture
436687,"Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76–1817) and Her Son (Charles Brinsley Sheridan, 1796–1843)",John Hoppner,Unavailable,British,Britain,Unavailable,European Paintings
436688,"Mrs. Thomas Pechell (Charlotte Clavering, died 1841)",John Hoppner,1799,British,Britain,1700's,European Paintings
436689,"Mrs. Whaley (died 1798, Isle of Man)",George Chinnery,Unavailable,unavailable,Unknown,Unavailable,European Paintings
436690,"Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head",John Hoppner,1790s,British,Britain,1700's,European Paintings
436691,"Richard Humphreys, the Boxer",John Hoppner,Unavailable,British,Britain,Unavailable,European Paintings
436692,The Sackville Children,John Hoppner,1796,British,Britain,1700's,European Paintings
436693,A Musical Gathering at the Court of the Elector Karl Albrecht of Bavaria,Peter Jacob Horemans,1730,Flemish,Belgium,1700's,European Paintings
436698,Still Life: A Basket of Grapes and Other Fruit,Jacob van Hulsdonck,probably ca. 1635–45,Flemish,Belgium,1600's,European Paintings
436703,"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",Jean Auguste Dominique Ingres,1823,French,France,1800's,European Paintings
436704,Edmond Cavé (1794–1852),Jean Auguste Dominique Ingres,1844,French,France,1800's,European Paintings
436705,Head of Saint John the Evangelist,Jean Auguste Dominique Ingres,Unavailable,French,France,Unavailable,European Paintings
436706,Jacques-Louis Leblanc (1774–1846),Jean Auguste Dominique Ingres,1823,French,France,1800's,European Paintings
436707,"Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810)",Jean Auguste Dominique Ingres,ca. 1831–34,French,France,1800's,European Paintings
436708,Odalisque in Grisaille,Jean Auguste Dominique Ingres,ca. 1824–34,French,France,1800's,European Paintings
436709,Ingres (1780–1867) as a Young Man,Madame Gustave Héquet,ca. 1850–60,French,France,1800's,European Paintings
436721,"Christ Crowned with Thorns (Ecce Homo), and the Mourning Virgin",Adriaen Isenbrant,ca. 1530–40,Netherlandish,Netherlands,1500's,European Paintings
436722,Man Weighing Gold,Adriaen Isenbrant,ca. 1515–20,Netherlandish,Netherlands,1500's,European Paintings
436723,The Life of the Virgin,Adriaen Isenbrant,after 1521,Netherlandish,Netherlands,1500's,European Paintings
436724,Expectation,Jozef Israëls,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
436725,Grandmother's Treasure,Jozef Israëls,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
436733,Madonna and Child Enthroned with Saint John the Baptist and Another Saint,Italian (Florentine) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436741,Portrait of a Man in a Fur-Trimmed Coat,Italian (Lombard) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436745,Two Angels,North Italian Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436751,Madonna and Child with Saints Michael and John the Baptist; The Noli Me Tangere; The Conversion of Saint Paul,Italian (Pisan) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436752,Pomegranates and Other Fruit in a Landscape,Abraham Brueghel,Unavailable,Flemish,Belgium,Unavailable,European Paintings
436757,Book Cover,Italian (Sienese) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436760,Madonna and Child with Saints Jerome and Francis,Italian (Umbrian) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436761,"The Theological Virtues: Faith, Charity, Hope",Italian (Umbrian) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436767,The Life of Christ,Franceschino Zavattari,Unavailable,Italian,Italy,Unavailable,European Paintings
436770,Holy Family,Jacopino del Conte,Unavailable,Italian,Italy,Unavailable,European Paintings
436771,Michelangelo Buonarroti (1475–1564),Daniele da Volterra,probably ca. 1545,unavailable,Unknown,1500's,European Paintings
436772,The Sheepfold,Charles Jacque,1857,French,France,1800's,European Paintings
436774,Springtime,Charles Jacque,Unavailable,French,France,Unavailable,European Paintings
436776,The Dead Christ in the Tomb with Two Angels,Abraham Janssen van Nuyssen,ca. 1610,Flemish,Belgium,1600's,European Paintings
436781,The Adoration of the Christ Child,Jan Joest of Kalkar,Unavailable,German,Germany,Unavailable,European Paintings
436782,Capriccio with St. Paul's and Old London Bridge,Antonio Joli,Unavailable,Italian,Italy,Unavailable,European Paintings
436784,Scene in a Courtyard,Ludolf de Jongh,early 1660s,Dutch,Netherlands,1600's,European Paintings
436785,Honfleur,Johan Barthold Jongkind,1865,Dutch,Netherlands,1800's,European Paintings
436787,The Pont Neuf,Johan Barthold Jongkind,1849–50,Dutch,Netherlands,1800's,European Paintings
436790,Portrait of a Man with a Watch,Cornelis Jonson van Ceulen the Younger,1657,Dutch,Netherlands,1600's,European Paintings
436792,The Crucifixion with Saints and a Donor,Joos van Cleve,ca. 1520,Netherlandish,Netherlands,1500's,European Paintings
436793,The Holy Family,Joos van Cleve,ca. 1512–13,Netherlandish,Netherlands,1500's,European Paintings
436794,The Last Judgment,Joos van Cleve,ca. 1525–30,Netherlandish,Netherlands,1500's,European Paintings
436796,"Francis I (1494–1547), King of France",Joos van Cleve,Unavailable,Netherlandish,Netherlands,Unavailable,European Paintings
436798,The Holy Family with Shepherds,Jacob Jordaens,1616,Flemish,Belgium,1600's,European Paintings
436799,The Holy Family with Saint Anne and the Young Baptist and His Parents,Jacob Jordaens,early 1620s and 1650s,Flemish,Belgium,1600's,European Paintings
436801,The Marriage Feast at Cana,Juan de Flandes,ca. 1500–1504,Netherlandish,Netherlands,1500's,European Paintings
436802,Saints Michael and Francis,Juan de Flandes,ca. 1505–9,Netherlandish,Netherlands,1500's,European Paintings
436805,"Still Life with Fruit, Glassware, and a Wanli Bowl",Willem Kalf,1659,Dutch,Netherlands,1600's,European Paintings
436806,Interior of a Kitchen,Willem Kalf,ca. 1642–44,Dutch,Netherlands,1600's,European Paintings
436808,"Edward Smith Stanley (1752–1834), Twelfth Earl of Derby, Elizabeth, Countess of Derby (Lady Elizabeth Hamilton, 1753–1797), and Their Son (Edward Smith Stanley, 1775–1851)",Angelica Kauffmann,ca. 1776,Swiss,Switzerland,1700's,European Paintings
436809,The Sorrow of Telemachus,Angelica Kauffmann,1783,Swiss,Switzerland,1700's,European Paintings
436810,Telemachus and the Nymphs of Calypso,Angelica Kauffmann,1782,Swiss,Switzerland,1700's,European Paintings
436814,Italian Garden,Friedrich August von Kaulbach,1894,German,Germany,1800's,European Paintings
436815,Crusaders before Jerusalem,Wilhelm von Kaulbach,Unavailable,German,Germany,Unavailable,European Paintings
436816,The Lacemaker,Bernhard Keil,ca. 1665,Danish,Denmark,1600's,European Paintings
436817,A Mountainous Landscape with a Waterfall,Kerstiaen de Keuninck,ca. 1600,Flemish,Belgium,1600's,European Paintings
436818,A Musician and His Daughter,Thomas de Keyser,1629,Dutch,Netherlands,1600's,European Paintings
436819,Mäda Primavesi (1903–2000),Gustav Klimt,1912–13,Austrian,Austria,1900's,European Paintings
436821,Girl Building a House of Cards,Thomas Frye,mid-18th century,unavailable,Unknown,1800's,European Paintings
436823,"Charles Beauclerk (1670–1726), Duke of St. Albans",Sir Godfrey Kneller,ca. 1690–95,German,Germany,1600's,European Paintings
436824,Lady Mary Berkeley,Sir Godfrey Kneller,ca. 1700,German,Germany,1700's,European Paintings
436825,"Valdemar Hjartvar Købke (1813–1893), the Artist's Brother",Christen Købke,ca. 1838,Danish,Denmark,1800's,European Paintings
436826,"Winter Landscape, Holland",Barend Cornelis Koekkoek,1833,Dutch,Netherlands,1800's,European Paintings
436827,Sunset on the Rhine,Barend Cornelis Koekkoek,1853,Dutch,Netherlands,1800's,European Paintings
436829,Hugo van der Goes Painting the Portrait of Mary of Burgundy,Guillaume Koller,Unavailable,Belgian,Belgium,Unavailable,European Paintings
436830,A Panoramic Landscape with a Country Estate,Philips Koninck,ca. 1649,Dutch,Netherlands,1600's,European Paintings
436831,An Extensive Wooded Landscape,Philips Koninck,1670s,Dutch,Netherlands,1600's,European Paintings
436832,Wide River Landscape,Philips Koninck,ca. 1648–49,Dutch,Netherlands,1600's,European Paintings
436833,Red Sunset on the Dnieper,Arkhip Ivanovich Kuindzhi,1905–8,Russian,Russia,1900's,European Paintings
436834,Portrait of a Young Man; (reverse) Girl Making a Garland,Hans Süss von Kulmbach,ca. 1508,German,Germany,1500's,European Paintings
436835,The Ascension of Christ,Hans Süss von Kulmbach,1513,German,Germany,1500's,European Paintings
436836,Allegory of Music,Laurent de La Hyre,1649,French,France,1600's,European Paintings
436837,Allegory of Winter,Jacques de La Joue the Younger,Unavailable,French,France,Unavailable,European Paintings
436838,The Fortune-Teller,Georges de La Tour,probably 1630s,French,France,1600's,European Paintings
436839,The Penitent Magdalen,Georges de La Tour,ca. 1640,French,France,1600's,European Paintings
436840,"Self-Portrait with Two Pupils, Marie Gabrielle Capet (1761–1818) and Marie Marguerite Carreaux de Rosemond (died 1788)",Adélaïde Labille-Guiard,1785,French,France,1700's,European Paintings
436843,Apollo and Aurora,Gerard de Lairesse,1671,Dutch,Netherlands,1600's,European Paintings
436845,"Copy after Rubens's ""Wolf and Fox Hunt""",Sir Edwin Henry Landseer,ca. 1824–26,British,Britain,1800's,European Paintings
436846,Portrait of a Woman and an Enslaved Servant,Nicolas de Largillierre (or Largillière),1696,French,France,1600's,European Paintings
436847,André François Alloys de Theys d'Herculais (1692–1779),Nicolas de Largillierre (or Largillière),1727,French,France,1700's,European Paintings
436849,The Village of La Celle-sous-Moret,Eugène Lavieille,Unavailable,French,France,Unavailable,European Paintings
436850,"The Calmady Children (Emily, 1818–?1906, and Laura Anne, 1820–1894)",Sir Thomas Lawrence,1823,British,Britain,1800's,European Paintings
436851,"Elizabeth Farren (born about 1759, died 1829), Later Countess of Derby",Sir Thomas Lawrence,1790,British,Britain,1700's,European Paintings
436852,John Julius Angerstein (1736–1823),Sir Thomas Lawrence,Unavailable,British,Britain,Unavailable,European Paintings
436853,Lady Maria Conyngham (died 1843),Sir Thomas Lawrence,ca. 1824–25,British,Britain,1800's,European Paintings
436858,The Rape of Tamar,Eustache Le Sueur,probably ca. 1640,French,France,1600's,European Paintings
436861,A Masked Ball in Bohemia,Andreas Altomonte,ca. 1748,Austrian,Austria,1700's,European Paintings
436863,General Garibaldi's Residence at Caprera,Frederick Richard Lee,1865,British,Britain,1800's,European Paintings
436866,Graziella,Jules-Joseph Lefebvre,1878,French,France,1800's,European Paintings
436868,Lucia,"Frederic, Lord Leighton",possibly late 1870s,British,Britain,1800's,European Paintings
436870,Choosing the Dinner,Alexandre-Louis Leloir,1872,French,France,1800's,European Paintings
436871,"Mary Capel (1630–1715), Later Duchess of Beaufort, and Her Sister Elizabeth (1633–1678), Countess of Carnarvon",Sir Peter Lely (Pieter van der Faes),Unavailable,"Dutch, British",Netherlands,Unavailable,European Paintings
436872,Study for a Portrait of a Woman,Sir Peter Lely (Pieter van der Faes),1670s,"Dutch, British",Netherlands,1600's,European Paintings
436873,Sir Henry Capel (1638–1696),Sir Peter Lely (Pieter van der Faes),Unavailable,"Dutch, British",Netherlands,Unavailable,European Paintings
436874,"Barbara Villiers (1640–1709), Duchess of Cleveland",Sir Peter Lely,Unavailable,"Dutch, British",Netherlands,Unavailable,European Paintings
436875,The Interior of an Atelier of a Woman Painter,Marie Victoire Lemoine,1789,French,France,1700's,European Paintings
436876,"Marion Lenbach (1892–1947), the Artist's Daughter",Franz von Lenbach,1900,German,Germany,1900's,European Paintings
436877,Prince Regent Luitpold of Bavaria (1821–1912),Franz von Lenbach,1902,German,Germany,1900's,European Paintings
436879,"Auction Sale in Clinton Hall, New York, 1876",Ignacio de León y Escosura,1876,Spanish,Spain,1800's,European Paintings
436880,The Organ Rehearsal,Henry Lerolle,1885,French,France,1800's,European Paintings
436884,The Chess Players,Liberale da Verona,ca. 1475,Italian,Italy,1400's,European Paintings
436885,Scene from a Novella,Liberale da Verona,Unavailable,Italian,Italy,Unavailable,European Paintings
436888,Allegory of Avarice,Jacopo Ligozzi,Unavailable,Italian,Italy,Unavailable,European Paintings
436889,Peasants Dancing,Johannes Lingelbach,1651,Dutch,Netherlands,1600's,European Paintings
436890,Battle Scene,Johannes Lingelbach,1671,Dutch,Netherlands,1600's,European Paintings
436891,Tobit Burying the Dead,Andrea di Lione,1640s,Italian,Italy,1600's,European Paintings
436893,The Descent from the Cross,Filippino Lippi,Unavailable,Italian,Italy,Unavailable,European Paintings
436894,The Virgin of the Nativity,Filippino Lippi,probably ca. 1500,Italian,Italy,1500's,European Paintings
436895,Madonna and Child Enthroned with Two Angels,Fra Filippo Lippi,ca. 1440,Italian,Italy,1400's,European Paintings
436896,Portrait of a Woman with a Man at a Casement,Fra Filippo Lippi,ca. 1440,Italian,Italy,1400's,European Paintings
436897,Saint Lawrence Enthroned with Saints and Donors,Fra Filippo Lippi,1440s,Italian,Italy,1400's,European Paintings
436905,The Meeting,Pietro Longhi (Pietro Falca),1746,Italian,Italy,1700's,European Paintings
436906,The Temptation,Pietro Longhi (Pietro Falca),1746,Italian,Italy,1700's,European Paintings
436909,Madonna Adoring the Child with the Infant Saint John the Baptist and an Angel,Lorenzo di Credi (Lorenzo d'Andrea d'Oderigo),early 1490s,Italian,Italy,1400's,European Paintings
436911,Abraham,Lorenzo Monaco (Piero di Giovanni),ca. 1408–10,Italian,Italy,1400's,European Paintings
436912,David,Lorenzo Monaco (Piero di Giovanni),ca. 1408–10,Italian,Italy,1400's,European Paintings
436913,Moses,Lorenzo Monaco (Piero di Giovanni),ca. 1408–10,Italian,Italy,1400's,European Paintings
436914,Noah,Lorenzo Monaco (Piero di Giovanni),ca. 1408–10,Italian,Italy,1400's,European Paintings
436917,Brother Gregorio Belo of Vicenza,Lorenzo Lotto,1547,Italian,Italy,1500's,European Paintings
436922,Christ Presented to the People,Lucas van Leyden,Unavailable,Netherlandish,Netherlands,Unavailable,European Paintings
436926,Samuel P. Avery (1822–1904),Raimundo de Madrazo y Garreta,1876,Spanish,Spain,1800's,European Paintings
436928,Girls at a Window,Raimundo de Madrazo y Garreta,ca. 1875,Spanish,Spain,1800's,European Paintings
436930,"Ingena Rotterdam (died 1704), Betrothed of Admiral Jacob Binkes",Nicolaes Maes,1676,Dutch,Netherlands,1600's,European Paintings
436931,"Admiral Jacob Binkes (born about 1640, died 1677)",Nicolaes Maes,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
436934,Young Woman Peeling Apples,Nicolaes Maes,ca. 1655,Dutch,Netherlands,1600's,European Paintings
436935,The Tame Magpie,Alessandro Magnasco,ca. 1707–8,Italian,Italy,1700's,European Paintings
436936,Nuns at Work,Alessandro Magnasco,Unavailable,Italian,Italy,Unavailable,European Paintings
436937,The Dream after the Ball,Hans Makart,Unavailable,Austrian,Austria,Unavailable,European Paintings
436940,David at the Cave of Adullam,Giovanni Maldura,Unavailable,Italian,Italy,Unavailable,European Paintings
436941,Sebastian Andorfer (1469–1537),Hans Maler,1517,German,Germany,1500's,European Paintings
